1761,3452,2288,2732
1816,3529,2446,2968
1796,3515,2414,2902
1772,3483,2335,2768
1756,3455,2275,2689
1769,3462,2307,2771
1791,3495,2382,2894
1809,3523,2440,2974
1805,3519,2433,2936
1779,3494,2364,2815
1782,3468,2320,2801
1798,3503,2400,2924
1812,3527,2444,2974
1799,3519,2416,2908
1770,3485,2337,2775
1755,3450,2272,2685
1763,3455,2296,2759
1788,3483,2371,2883
1807,3516,2433,2964
1771,3471,2307,2727
1752,3443,2264,2682
1769,3461,2316,2796
1792,3494,2392,2912
1807,3518,2439,2968
1795,3513,2412,2908
1771,3483,2335,2774
1752,3449,2272,2683
1761,3451,2292,2750
1816,3520,2436,2956
1791,3507,2398,2878
1764,3470,2315,2743
1751,3441,2263,2679
1766,3455,2307,2776
1791,3487,2381,2897
1806,3515,2437,2964
1799,3516,2422,2921
1776,3487,2352,2798
1780,3465,2321,2803
1793,3495,2396,2919
1808,3517,2438,2966
1796,3511,2412,2900
1768,3479,2332,2768
1751,3447,2267,2680
1761,3451,2291,2755
1787,3481,2367,2877
1806,3511,2428,2961
1772,3468,2310,2735
1751,3440,2263,2676
1767,3455,2310,2784
1790,3487,2382,2899
1804,3515,2431,2963
1798,3510,2416,2913
1774,3486,2343,2790
1752,3451,2268,2683
1758,3443,2278,2727
1815,3518,2433,2956
1795,3507,2403,2892
1767,3476,2323,2759
1750,3447,2262,2675
1764,3451,2292,2758
1786,3483,2367,2879
1805,3514,2431,2963
1803,3515,2424,2932
1779,3491,2359,2812
1776,3462,2310,2788
1793,3491,2387,2908
1807,3519,2438,2967
1798,3512,2417,2913
1774,3486,2342,2785
1753,3454,2272,2686
1760,3451,2284,2736
1784,3479,2355,2860
1804,3510,2423,2955
1776,3480,2320,2755
1752,3448,2264,2678
1763,3448,2296,2760
1785,3484,2371,2881
1806,3513,2431,2963
1804,3518,2428,2936
1782,3495,2361,2820
1756,3459,2284,2700
1754,3446,2272,2707
1816,3516,2435,2960
1795,3513,2416,2915
1776,3487,2345,2788
1752,3452,2275,2684
1760,3449,2283,2736
1783,3473,2355,2857
1803,3507,2421,2948
1805,3516,2434,2947
1784,3499,2379,2844
1772,3452,2296,2764
1788,3484,2374,2889
1807,3513,2435,2966
1799,3516,2424,2927
1776,3487,2352,2807
1753,3455,2278,2692
1758,3446,2276,2720
1840,3475,2351,2849
1862,3506,2422,2948
1775,3480,2328,2761
1750,3447,2265,2679
1761,3451,2293,2754
1784,3481,2364,2879
1804,3510,2430,2958
1799,3515,2425,2931
1779,3491,2360,2819
1756,3455,2281,2699
1753,3443,2268,2706
1814,3514,2433,2961
1795,3511,2416,2912
1774,3481,2343,2787
1752,3448,2272,2680
1757,3440,2279,2727
1781,3471,2348,2852
1801,3504,2419,2947
1805,3515,2433,2947
1784,3499,2381,2851
1769,3450,2289,2750
1784,3480,2361,2875
1801,3511,2426,2959
1804,3518,2431,2936
1782,3494,2368,2828
1756,3459,2288,2700
1752,3443,2268,2702
1776,3464,2332,2828
1799,3499,2404,2931
1779,3485,2341,2787
1751,3449,2272,2681
1758,3442,2281,2731
1780,3475,2353,2855
1801,3507,2420,2951
1804,3513,2431,2943
1784,3497,2377,2841
1760,3459,2294,2711
1752,3440,2264,2691
1814,3516,2430,2959
1799,3513,2424,2924
1776,3487,2352,2805
1753,3455,2278,2690
1755,3447,2275,2719
1780,3471,2347,2844
1799,3507,2416,2944
1804,3519,2432,2951
1784,3503,2383,2851
1771,3454,2291,2750
1784,3481,2364,2878
1804,3511,2428,2961
1801,3515,2424,2931
1779,3491,2358,2815
1753,3455,2282,2695
1753,3443,2270,2707
1776,3468,2338,2835
1799,3500,2410,2937
1780,3483,2335,2774
1752,3451,2270,2681
1761,3451,2284,2743
1783,3479,2358,2869
1804,3510,2427,2956
1800,3516,2427,2936
1782,3494,2367,2827
1758,3459,2286,2700
1752,3441,2264,2696
1814,3516,2428,2959
1798,3513,2416,2918
1776,3486,2347,2793
1752,3453,2272,2684
1756,3447,2276,2721
1779,3473,2347,2848
1800,3505,2417,2944
1806,3518,2431,2945
1784,3500,2382,2848
1767,3452,2287,2746
1784,3480,2364,2873
1804,3506,2427,2956
1799,3511,2425,2928
1779,3487,2361,2816
1753,3455,2284,2696
